genero,edad,area,modalidad_cursada,nombre_actividad,fecha_inicio,fecha_fin
Femenino,25,CDIR. MITAI ROGA XI,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,NULL,CDIR. 1,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,33,CDIR. MITAI ROGA X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,40,MITAI ROGA CDIR. 11,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,29,MITAI ROGA 1,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,33,EQUIPO INTERDIR.SCIPLINARIO DE SUBSECRETARIA DE EDUCACION,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,46,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,SUBSECRETARIA DE EDUCACION,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,59,CDIR. IX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,45,CDIR.,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,38,C.D.I MITAI ROGA DOS,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,55,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,63,CDIR. X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,53,CENTRO DESARROLLO INFANTIL CDIR. XII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,NULL,C.D.I MITAIY ROGA  IX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,47,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,CDIR. IX BARRIO SAN BENITO,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,51,DIR. GRAL. DE LA NINEZ,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,53,CENTRO DE DESARROLLO INFSNTIL,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,NULL,CDIR. X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,51,DOCENTE D MITAI ROGA VIII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,55,CENTRO DE DESARROLLO INFANTIL MITAI ROGA IX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,NULL,CDIR. XII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,44,CENTRO DE DESARROLLO INFANTIL CDIR. XII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,39,CDIR. I-XV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,CDIR. III,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,53,CDIR. XI,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,34,CDIR. XIII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,45,CDIR. MITAI ROGA I,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,40,CENTRO DE DESARROLLO INFANTILCDIR. X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,44,CDIR. MITAI ROGA VI,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,34,AUXILIAR DE SALA DE 4 AÑOS,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,55,CDIR.XIV MITAI ROGA BARRIO DR MONTANA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,46,CENTRO DE DESARROLLO INFANTIL N°4,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,DIRECTORA CDIR. III,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,52,CDIR. XI,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,46,CDIR. XII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,63,CDIR. I,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,45,MITAI ROGA XII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,51,JARDIN MATERNAL CDIR. XIV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,47,DIRECCION GENERAL DE LA NINEZ,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,41,C.D.I. X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,50,CDIR.,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,51,CDIR. XIV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,40,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,50,DIRECTORA CDIR. MITAI ROGA XV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,CDIR. VIII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,46,CDIR. XII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,50,CDIR. MITAI ROGA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,63,JARDIN MITAI ROGA 4,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,58,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,47,SUBSECRETARIA  DE DEPORTE,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,40,DELEGACION PIRAYUI NUEVO,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,54,C.O.M.,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,44,ADMINISTRATIVO,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,55,SALUD,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,44,DIR. GRAL. PRIMER NIVEL DE ATENCION,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Masculino,32,DELEGACIONES,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,51,SUBSEC. DE TURISMO,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,49,NOTIFICACIONES,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Masculino,61,SUBSECRETARIA DE SALUD,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,58,AOEM,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Masculino,43,MESA DE ENTRADA SUBSECRETARIA DE TRANSITO,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,55,DIR. GRAL. DE DELEGACIONES BARRIALES,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,42,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Masculino,44,TRIBUNALES DE FALTAS ADMINISTRACION GENERAL,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Masculino,42,SUBSEC. DE TRANSITO Y SEGURIDAD VIAL,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,26,DIR. GRAL. DE RECURSOS HUMANOS,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,34,COM,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,44,ESTACIONAMIENTO MEDIDO,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,31,TRANSITO,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,37,JUZGADO ADMINISTRATIVO DE FALTAS N° 2,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Masculino,44,DIR. DE ESTACIONAMIENTO MEDIDO,AUTOGESTIONADO,TALLER DE BUENAS PRACTICAS PARA LA GESTION DE QUEJAS Y RECLAMOS,26/4/2021,11/05/2021
Femenino,52,CULTURA,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,43,DIR. GRAL DE PERSONAL DPTO DE CONTROL DE ASISTENCIA,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,40,DELEGACION PIRAYUI NUEVO,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,40,DEPARTAMENTO DE NOTIFICACION,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,57,DPTO. DE REDACCION,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,51,DIRECCION GENERAL DE DESPACHO,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Masculino,31,DIRECCION GENERAL DE DEFUNCIONES,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Masculino,40,ADMINISTRATIVO CALIFICADO,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,43,DIRECCION DE DEFUNCIONES,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,31,OBRADOR 1 MANTENIMIENTO URBANO,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Masculino,37,SECRETARIA PRIVADA,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,55,DIRECCION GENERAL DE CUERPO DE AGENTE DE TRANSITO,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,48,DIR. GRAL. PRIMER NIVEL DE ATENCION,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,45,SUBSECRETARIA DE TRANSPORTE URBANO,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Masculino,56,SUBSEC. DE TRANSPORTE URBANO,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Masculino,43,DPTO. DE ESTADISTICAS CENSOS Y PROYECTOS,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Masculino,43,MESA DE ENTRADA SUBSECRETARIA DE TRANSITO,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,51,DELEGACION,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,46,DPTO. DE MESA DE ENTRADA,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,40,DIR. GRAL. DE DESPACHO,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Masculino,55,SERVICIO JURIDICO PERMANENTE,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,48,SUBSECRETARIA DE TRANSPORTE,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,42,SUBSECRETARIA DE TRANSITO Y SEGURIDAD VIAL,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,45,DELEGACION,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
NULL,NULL,COMISIONES VECINALES,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,37,DIR. DE RELACIONES LABORALES,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,45,DIR. DE SUPERVISION DE PERSONAL,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,55,DIRECCION GESTION DE DEUDAS -RENTAS-ACOR,TALLER,PRACTICAS ADMINISTRATIVAS II,10/5/2021,14/05/2021
Femenino,40,DELEGACION PIRAYUI NUEVO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Masculino,29,CMP DPTO RRHH,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
NULL,NULL,RESPONSABLE RR.HH.,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,59,CORISTA EN ORQUESTA MUNICIPAL,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Masculino,61,SUBSECRETARIA DE SALUD,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Masculino,56,SUBSEC. DE TRANSPORTE URBANO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,43,COORDINADORA ZUMBA,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
NULL,NULL,JEFE DE RELACIONES INSTITUCIONALES,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,37,CENTRO EMISOR DE LICENCIAS,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Masculino,28,ADMINISTRATIVO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,43,DIRECTORA,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
NULL,NULL,JEFA DE DEPARTAMENTO JURIDICO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,48,GUARDIA URBANA,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
NULL,NULL,CAJA MUNICIPAL,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
NULL,NULL,ATC,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
NULL,NULL,ATC,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,29,SUBSECRETARIA DE TRANSPORTE,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Masculino,44,SISTEMA,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,41,SECRETARIA GENERAL,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,42,CHOFER DE AMBULANCIA SAMUN,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,NULL,ATC,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
NULL,NULL,NULL,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
NULL,NULL,ATC,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Masculino,43,DPTO. DE ESTADISTICAS CENSOS Y PROYECTOS,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Masculino,43,MESA DE ENTRADA SUBSECRETARIA DE TRANSITO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,30,JEFA DE DEPARTAMENTO DE LIBRE DEUDA Y PAGO VOLUNTARIO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,29,DIR.VISION DE GUARDIA - SUBSECRETARIA DE TRANSITO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,41,DIRECCION DE HABILITACIONES DE TRANSPORTE DE CARGA Y PARTICULARES,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,33,EQUIPO INTERDIR.SCIPLINARIO DE SUBSECRETARIA DE EDUCACION,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,51,ADMINISTRATIVA,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Masculino,42,SUBSEC. DE TRANSITO Y SEGURIDAD VIAL,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,41,GUARDIA URBANA,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,37,COORDINACION GENERAL,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,43,SUBSECRETARIA DE TRANSPORTE,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,48,GUARDIA URBANA,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,25,PSICOLOGA SOCIAL EN DG DE INNOVACION PUBLICA Y GOBIERNO ABIERTO,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,52,DIRECCION DE GESTION DE ESPACIOS VERDES,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,37,JUZGADO ADMINISTRATIVO DE FALTAS N° 2,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,63,JARDIN MITAI ROGA 4,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
NULL,NULL,ATC,JORNADA ,AGENTES MUNICIAPALES: LEY MICAELA,20/4/2021,20/04/2021
Femenino,52,CULTURA,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,31,NULL,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,43,SUBSECRETARIA DE TRANSITO Y SEGURIDAD VIAL,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,42,DIR. GRAL. DE DELEGACIONES BARRIALES,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Masculino,48,SUBSEC. DE SALUD,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,24,CONSEJO DELIBERANTE,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,44,DIRECCION GENERAL DE DESPACHO,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,44,SUBSEC. DE FISCALIZACION URBANA,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,47,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,38,DIR. GRAL. DE DISCAPACIDAD E INCLUSION SOCIAL,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,35,SUBE,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,38,CDIR. II,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,46,SUBSEC. DE PARTICIPACION CIUDADANA Y CAMBIO CULTURAL,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,62,CDIR. MITAI XV,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,42,DIR. HABILITACION DE TRANSPORTES DE CARGA Y PARTICULARES,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Masculino,47,DIR. DE INSPECTORES DE OBRAS,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,32,NULL,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
NULL,NULL,NULL,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
NULL,NULL,NULL,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,30,SUBSECRETARIA DE EDUCACION,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,49,SUBSEC. DE COORDINACION DE POLITICAS SOCIALES,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,59,DIRECCION OBSERVATORIO TURISTICO,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
NULL,NULL,SUBSEC. DE CULTURA,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,59,HONORABLE CONCEJO DELIBERANTE,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,22,DIR. GRAL. DE DELEGACIONES BARRIALES,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Masculino,55,DIRECCION DE TRANSITO,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,41,DIRECCION DE HABILITACIONES DE TRANSPORTE DE CARGA Y PARTICULARES,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Masculino,42,SUBSEC. DE TRANSITO Y SEGURIDAD VIAL,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,38,SUBSECRETARIA DE SALUD,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,44,DELEGACION,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,63,JARDIN MITAI ROGA 4,CURSO,LENGUAS DE SENAS NIVEL 2,1/3/2021,21/05/2021
Femenino,55,DIRECCION GENERAL DE DESPACHO,CURSO,"EDUCACION FINANCIERA: ECONOMIA FAMILIAR, HERRAMIENTAS PARA DECIDIR MEJOR",19/4/2021,10/06/2021
Masculino,61,SUBSECRETARIA DE SALUD,CURSO,"EDUCACION FINANCIERA: ECONOMIA FAMILIAR, HERRAMIENTAS PARA DECIDIR MEJOR",19/4/2021,10/06/2021
Femenino,42,DIRECCION DE NINEZ ADOLESCENCIA Y FAMILIA,CURSO,"EDUCACION FINANCIERA: ECONOMIA FAMILIAR, HERRAMIENTAS PARA DECIDIR MEJOR",19/4/2021,10/06/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,CURSO,"EDUCACION FINANCIERA: ECONOMIA FAMILIAR, HERRAMIENTAS PARA DECIDIR MEJOR",19/4/2021,10/06/2021
